timestamp,record_id,label,mission_phase,packet_size_mean,packet_size_std,inter_arrival_mean,inter_arrival_std,direction,direction_ratio,burst_density,session_duration,packet_count,byte_count,retransmission_count,tcp_flag_count,src_ip,dst_ip,message_id,payload_len_raw
0.05392016901643595,0,benign,hovering,145.50359006493596,30.72172196443627,0.05392016901643595,0.030968939200112316,0,-0.04652340223541024,0.12176593437165827,0.33820993386763226,1,131.23664805276678,0,1,10.0.0.129,192.168.1.10,99,51
0.08329501247841448,1,benign,hovering,147.91877716560563,18.504552442960364,0.029374843461978536,0.027428296505124884,1,0.9510740460971681,0.22099442916441958,0.29697118991451876,2,238.06568973385492,0,1,10.0.0.201,192.168.1.10,72,23
0.08801006293398572,2,unknown_burst,hovering,376.30350575942526,30.870587373932302,0.0047150504555712415,0.002984226428322869,1,0.9400355548947388,1.709768696863971,0.1492340301904554,19,7430.563875547509,0,1,10.0.0.211,192.168.1.10,23,9
0.13178266939185457,3,benign,hovering,132.41731058653963,21.018147289806645,0.04377260645786885,0.017143592509695084,0,-0.023158493247618348,0.6878359294356161,0.5470075161336514,4,608.9240803540433,0,0,10.0.0.214,192.168.1.10,84,30
0.19069092761497425,4,benign,hovering,152.81472668213164,19.03383643930836,0.05890825822311967,0.038629409587772646,1,1.0526063179213474,0.7213922383484376,0.5266296190826111,4,622.9058826457999,0,1,10.0.0.240,192.168.1.10,72,23
0.1986676229267758,5,unknown_burst,hovering,353.60692046469796,15.008451308448752,0.007976695311801564,0.0038633609895068212,1,1.0486033353958522,1.4601226860012264,0.45311562414118484,15,5132.046425401357,0,0,10.0.0.32,192.168.1.10,86,40
0.277096179852919,6,benign,hovering,165.16521303702908,6.03122819700873,0.07842855692614317,0.051658237529855974,0,0.06245743747792274,0.09458726181716631,0.3739900549995989,1,195.02969255057226,0,2,10.0.0.228,192.168.1.10,89,49
0.36060423051809687,7,benign,hovering,175.42673284285982,18.767299414351896,0.08350805066517786,0.03346997637895725,0,-0.018763341983847784,0.13407615872020148,2.2570162848284077,2,417.0329492237031,0,1,10.0.0.188,192.168.1.10,17,3
0.3974544182991292,8,benign,hovering,138.78695379371823,14.943579568520738,0.036850187781032336,0.02110307177054658,0,-0.007145160424838035,0.3425894344269921,0.25665966672328244,2,267.7496591644701,0,2,10.0.0.233,192.168.1.10,91,44
0.47410980267661607,9,benign,hovering,144.555538929862,29.41206656201601,0.07665538437748684,0.05010538225295567,0,0.03907215269427025,0.419137735451637,0.020000530946169125,3,400.8068640843624,0,2,10.0.0.203,192.168.1.10,22,39
0.5539664624281514,10,benign,hovering,115.37057732026688,6.490627357857145,0.07985665975153536,0.023172293915290958,1,0.956974219631636,0.49088574826533254,0.8578468412910291,5,665.1392333008953,0,1,10.0.0.67,192.168.1.10,61,50
